"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"142"	2.7469751765928e-306	1.71490296056431	0.837	0.291	5.81946691161185e-302	"7"	"CCL4"
"143"	1.3118604191509e-281	3.86171928771089	0.595	0.05	2.77917629797119e-277	"7"	"CCL3"
"144"	3.43571369884401e-230	2.47009582439906	0.643	0.095	7.27855947100104e-226	"7"	"HAVCR2"
"145"	6.59554623811299e-200	3.31421435989804	0.582	0.086	1.39726647054424e-195	"7"	"IFNG"
"146"	4.03155987715788e-180	2.65475276322543	0.38	0.07	8.54085959975897e-176	"7"	"KLRC2"
"147"	4.06359832879761e-151	3.36211163996466	0.442	0.092	8.60873305955773e-147	"7"	"CCL3L3"
"148"	1.9990999146009e-149	2.61896097677396	0.493	0.108	4.23509316908201e-145	"7"	"NR4A2"
"149"	8.46882137649193e-145	3.49747302111109	0.435	0.087	1.79411980860982e-140	"7"	"CCL3L1"
"150"	3.37914489322854e-99	2.38711076938747	0.287	0.064	7.15871845630467e-95	"7"	"SRGAP3"
"151"	1.59057182605925e-71	2.6953996874399	0.262	0.039	3.36962641350651e-67	"7"	"KLRC1"
"152"	1.44186585169721e-70	1.98852891360839	0.421	0.116	3.05459280682054e-66	"7"	"MIR155HG"
"153"	1.46780132042472e-67	1.94708992223657	0.408	0.101	3.10953709731977e-63	"7"	"FABP5"
"154"	3.39384194921903e-64	2.13035819287071	0.35	0.053	7.18985416942051e-60	"7"	"MYO7A"
"155"	8.55006698822695e-59	1.98388687140837	0.339	0.06	1.81133169145588e-54	"7"	"CD38"
"156"	9.37308933074995e-43	1.88335612352639	0.312	0.07	1.98568897471938e-38	"7"	"PTMS"
"157"	8.47273824427276e-35	3.07138157176658	0.258	0.028	1.79494959704918e-30	"7"	"AFAP1L2"
"158"	1.63737605904908e-29	3.0654190958398	0.253	0.015	3.46878118109547e-25	"7"	"VCAM1"
"159"	8.6684087144239e-21	2.82584076050774	0.254	0.041	1.8364023861507e-16	"7"	"LINC00299"
"160"	4.749794239898e-16	2.62378157162185	0.263	0.073	1.00624390972239e-11	"7"	"FAM3C"
"161"	0	3.91751086228955	0.975	0.076	0	"8"	"TVP23A"
"162"	0	3.64676096190567	0.978	0.079	0	"8"	"NUBP1"
